County,Establishment Name,Establishment Address,Establishment City,Establishment State,Establishment Zip Code,Telephone Number,Application Approval Code,Date Licensed
1,QUALITY INN,2209 N BALTIMORE,KIRKSVILLE,MO,63501,660-665-2205,AP,11/30/2018
73,HERMANN CROWN SUITES,108 EAST 4TH STREET,HERMANN,MO,65041,618-791-7336,AP,10/01/18
189,LODGE AT GRANT'S TRAIL (THE),4398 HOFFMESTER AVE,ST LOUIS,MO,63125,314-638-3340,AP,11/19/2018
173,TIMBER RIDGE RESORT,22764 JOANNA DR,PERRY,MO,63462,(573)565-3135,AP,09/27/2018
19,CANDLEWOOD SUITES,1400 CREEKWOOD PARKWAY,COLUMBIA,MO,65202,573-256-0200,AP,09/27/2018
125,BELLE MOTEL,504 HIGHWAY 28,BELLE,MO,65013,(573)859-6500,AP,11/30/2018
213,TWIN LAKES MOTEL,15965 HWY 160,FORSYTH,MO,65653,(417)546-3481,AP,09/26/2018
189,DUPLEX MOTEL,7898 WATSON RD,ST LOUIS,MO,63119,(314)961-1361,AP,09/17/2018
77,EXTENDED STAY AMERICA #701,1333 E KINGSLEY ST,SPRINGFIELD,MO,65804,(417)823-9100,AP,09/19/2018
213,BRANSON KOA & CONVENTION CENTER,397 ANIMAL SAFARI RD,BRANSON,MO,65616,417-334-4414,AP,10/01/18
77,GLENSTONE COTTAGE COURT,2023 N GLENSTONE,SPRINGFIELD,MO,65803,(417)865-9804,AP,10/02/18
21,AMERICA'S BEST VALUE INN,4024 FREDERICK AVE,ST JOSEPH,MO,64506,816-364-3031,AP,09/13/2018
127,COMFORT INN AND SUITES,4000 MARKET ST.,HANNIBAL,MO,63401,(573) 406-0300,AP,10/01/18
179,LOG CABIN INN,30036 HWY 21,LESTERVILLE,MO,63654,573-637-2050,AP,09/26/2018
5,BIG T MOTEL,406 SOUTH 10TH STREET,TARKIO,MO,64491,660-736-4174,AP,10/01/18
213,GOOD SHEPHERD INN,1023 W MAIN ST,BRANSON,MO,65616,417-334-1695,AP,11/01/18
167,BEST WESTERN PLUS BOLIVAR HOTEL AND SUITES,777 E SAN MARTIN ST,BOLIVAR,MO,65613,417-326-0188,AP,10/04/18
77,RED ROOF INN,3125 N KENTWOOD AVE,SPRINGFIELD,MO,65803,417-833-1500,AP,09/13/2018
105,BENNETT SPRINGS STATE PARK,26248 HIGHWAY 64A,LEBANON,MO,65536,417-532-4307,AP,09/13/2018
169,HAMPTON INN,103 ST ROBERT PLAZA,ST ROBERT,MO,65584,(573) 336-3355,AP,10/15/2018
147,RED ROOF INN,2817 SOUTH MAIN,MARYVILLE,MO,64468,(660)562-2002,AP,10/11/18
153,ROCKY TOP CAMPGROUND & CABINS LLC,90 EASTERDAY LOOP,TECUMSEH,MO,65760,417-679-0149,AP,10/25/2018
123,MADISON INN LODGE,730  PLAZA DR,FREDERICKTOWN,MO,63645,573-783-2500,AP,11/26/2018
189,CLAYTON PLAZA HOTEL,7750 CARONDELET,CLAYTON,MO,63105,(314)726-5400,AP,10/04/18
19,COUNTRY INN & SUITES,817 N. KEENE ST.,COLUMBIA,MO,65201,573-445-8585,AP,09/28/2018
213,COMFORT INN,203 S WILDWOOD DR,BRANSON,MO,65616,417-335-4727,AP,09/27/2018
201,SUPER 8 MOTEL,2609 E MALONE,SIKESTON,MO,63801,573-471-7944,AP,09/18/2018
77,HOTEL VANDIVORT,305 E. WALNUT,SPRINGFIELD,MO,65806,417-832-1515,AP,11/30/2018
47,SUPER 8 MOTEL,115 N STEWART RD,LIBERTY,MO,64068,(816)781-9400,AP,10/25/2018
97,SUPER 8,416 W FIR ROAD,CARTHAGE,MO,64836,(417)359-9000,AP,10/04/18
91,MALONE'S MOTEL,206 N. OAK,MOUNTAIN VIEW,MO,65548,(417)934-2237,AP,11/16/2018
77,AMERICINN LODGE & SUITES,950 AUSTIN LN,REPUBLIC,MO,65738,417-732-5335,AP,09/27/2018
213,HAMPTON INN WEST,3695 COUNTRY MUSIC BLVD,BRANSON,MO,65616,417-864-6303,AP,09/28/2018
105,BENNETT SPRING INN,11525 HWY 64,LEBANON,MO,65536,(417)588-9110,AP,09/27/2018
47,HOLIDAY INN EXPRESS,1995 MACON ST,NORTH KANSAS CITY,MO,64116,(816)218-1100,AP,09/13/2018
77,ECONO LODGE,2611 N GLENSTONE AVE,SPRINGFIELD,MO,65803,(417) 887-5658,AP,09/28/2018
127,BEST WESTERN ON THE RIVER,401 NORTH 3RD ST,HANNIBAL,MO,63401,(573)248-1150,AP,10/01/18
147,AMERICA'S BEST VALUE INN & SUITES,1700 E 1ST,MARYVILLE,MO,64468,660-562-3111,AP,10/11/18
217,HOLIDAY INN EXPRESS,311 SOUTH JOHNSON DRIVE,NEVADA,MO,64772,417-283-6177,AP,09/21/2018
169,FAIRFIELD INN,131 ST ROBERT BLVD,ST ROBERT,MO,65584,(573)336-8600,AP,10/15/2018
195,COMFORT INN MARSHALL STATION,1356 W COLLEGE,MARSHALL,MO,65340,-9626,AP,09/19/2018
169,BELL'S EXTENDED STAY & SUITES,116 BELL DRIVE,ST. ROBERT,MO,65584,573-451-2222,AP,10/01/18
189,COURTYARD BY MARRIOTT,3101 RIDER TRAIL SOUTH,BRIDGETON,MO,63044,(314) 209-1000,AP,10/01/18
205,AMERICA'S BEST VALUE INN,711 NORTH HWY 15,SHELBINA,MO,63468,(573) 588-0020,AP,09/21/2018
209,BEST WESTERN BRANSON INN CONF CENTER,8514 STATE HWY 76,BRANSON WEST,MO,65737,(417)338-2141,AP,10/19/2018
189,CHIPPEWA MOTEL,7880 WATSON RD,ST LOUIS,MO,63119,(314)962-7020,AP,10/19/2018
31,DRURY PLAZA HOTEL-CAPE GIRARDEAU CONFERENCE CENTER,3351 PERCY DRIVE,CAPE GIRARDEAU,MO,63701,,AP,10/04/18
209,HIDEAWAY RESORT,1715 HIDE AWAY ROAD,GALENA,MO,65656,417-538-2992,AP,09/10/18
187,SUPER 8 MOTEL FARMINGTON,930 VALLEY CREEK DRIVE,FARMINGTON,MO,63640,573-756-0344,AP,10/18/2018
135,CALIFORNIA MOTEL,305 W BUCHANAN STREET,CALIFORNIA,MO,65018,(573)796-3121,AP,09/28/2018
13,APACHE MOTEL,251 S.E. STATE ROUTE B,RICH HILL,MO,64779,417-395-2161,AP,10/01/18
153,ANTLER MOTEL,610 HIGH STREET,GAINESVILLE,MO,65655,(417)679-4292,AP,10/11/18
77,CANDLEWOOD SUITES I-44,1920 E KERR ST,SPRINGFIELD,MO,65803,417-866-4242,AP,09/28/2018
51,TRAVEL LODGE JEFFERSON CITY,1710 JEFFERSON,JEFFERSON CITY,MO,65109,(573)636-5456,AP,10/09/18
189,RITZ CARLTON,100 CARONDELET PLAZA,CLAYTON,MO,63105,(314)863-6300,AP,09/26/2018
510,HOTEL MAJESTIC,1019 PINE ST,ST LOUIS,MO,63101,314-436-2355,AP,11/26/2018
135,TWIN PINE MOTEL,442 HWY 50 WEST,TIPTON,MO,65081,(660)433-5525,AP,09/27/2018
77,BEST WESTERN PLUS COACH HOUSE,2535 N GLENSTONE,SPRINGFIELD,MO,65803,(417) 862-0701,AP,09/28/2018
209,SHORE ACRES RESORT,113 SHORE ACRES LANE,BRANSON WEST,MO,65737,(417)338-2351,AP,09/26/2018
213,BEST WESTERN MUSIC CAPITAL INN,3257 SHEPHERD HILLS,BRANSON,MO,65616,(417)334-8378,AP,10/02/18
143,HAMPTON INN BY HILTON-SIKESTON,1240 S COMMERCE DRIVE,SIKESTON,MO,63801,573-621-4100,AP,08/21/2018
213,GRAND COUNTRY INN,1945 W HWY 76,BRANSON,MO,65616,(417)335-3535,AP,10/19/2018
213,QUEEN ANNE MOTEL,3510 W HWY 76,BRANSON,MO,65616,417-335-8100,AP,09/19/2018
87,SUPER 8,109 W 8TH STREET,MOUND CITY,MO,64470,660-442-4000,AP,09/17/2018
37,COMFORT INN & SUITES,2304 S. COMMERCIAL,HARRISONVILLE,MO,64701,816-884-4124,AP,09/26/2018
189,HAMPTON INN,16201 SWINGLEY RIDGE,CHESTERFIELD,MO,63017,(314)537-2500,AP,09/19/2018
47,WOODSPRING SUITES,1911 INDUSTRIAL DR,LIBERTY,MO,64068,816-415-3330,AP,10/04/18
95,MOTEL 6,3400 W JEFFERSON ST,BLUE SPRINGS,MO,64015,(816) 229-6311,AP,09/18/2018
195,MARSHALL LODGE,1333 W. VEST STREET,MARSHALL,MO,65340,660-886-2326,AP,09/26/2018
161,FINN'S MOTEL,777 GROVER,ST JAMES,MO,65559,(573)265-7200,AP,09/11/18
189,QUALITY INN,10232 NATURAL BRIDGE,WOODSON TERRACE,MO,63134,(314) 427-5955,AP,09/28/2018
29,SCOTTISH INN,5404 OSAGE BEACH PARKWAY,OSAGE BEACH,MO,65065,573-348-3123,AP,09/18/2018
77,DRURY INN & SUITES,2715 N GLENSTONE,SPRINGFIELD,MO,65803,417-863-8400,AP,09/27/2018
157,DAY'S INN,1500 LIBERTY STREET,PERRYVILLE,MO,63775,(573) 547-1091,AP,10/01/18
229,DAYS INN,300 E 19TH ST,MOUNTAIN GROVE,MO,65711,(417)926-5555,AP,09/21/2018
213,WINDSOR INN RESORT,3520 W HWY 76 COUNTRY BLVD,BRANSON,MO,65616,(417)335-5200,AP,11/01/18
95,SUPER 8 MOTEL,3120 NW JEFFERSON ST,BLUE SPRINGS,MO,64015,816-224-1122,AP,11/30/2018
15,DHAYS LLC DBA HIDDEN LAKE MOTEL,11958 HIDDEN LAKE DR,WARSAW,MO,65355,660-438-5106,AP,09/13/2018
510,PEAR TREE INN UNION STATION,2211 MARKET STREET,ST LOUIS,MO,63103,(314)241-3200,AP,10/04/18
203,RIVER'S EDGE RESORT,16392 TOM AKERS RD.,EMINENCE,MO,65466,(573)226-3233,AP,09/14/2018
213,ROSEBUD INN,1415 ROARK VALLEY RD,BRANSON,MO,65616,(417)336-4000,AP,10/04/18
213,GRAND OAKS HOTEL BLDG,2315 GREEN MTN DR,BRANSON,MO,65616,(417)336-6423,AP,10/25/2018
213,ALMOST HOME LODGE,3306 SHEPHERD HLS EX,BRANSON,MO,65616,(417)334-0031,AP,10/09/18
7,BUDGET INN,1010 E LIBERTY STREET,MEXICO,MO,65265,573-581-1440,AP,09/18/2018
53,ISLE OF CAPRI CASINO,100 ISLE OF CAPRI BLVD,BOONVILLE,MO,65233,660-822-1210,AP,09/26/2018
77,UNIVERSITY PLAZA HOTEL,333 JOHN Q HAMMONS PKWY,SPRINGFIELD,MO,65806,(417)864-7333,AP,10/09/18
51,BUDGET INN,1309 JEFFERSON,JEFFERSON CITY,MO,65109,(573)636-6167,AP,09/17/2018
141,LAKE HOUSE INN,245 SOUTH MAIN STREET,LAURIE,MO,65037,(573) 374-7744,AP,09/13/2018
87,AUDREY'S MOTEL,1211 STATE ST,MOUND CITY,MO,64470,(660)442-3191,AP,09/27/2018
69,MALDEN AIRPORT INN,2989 N DOUGLAS,MALDEN,MO,63863,(573) 276-5144,AP,10/09/18
213,WILLOW TREE INN AND RV PARK,3381 SHEPHERD HLS EXP,BRANSON,MO,65616,417-334-8890,AP,11/16/2018
510,HILTON ST LOUIS AT THE BALLPARK,1 S BROADWAY,ST LOUIS,MO,63102,(314) 641-8843,AP,09/07/18
77,HILTON GARDEN INN,4155 SOUTH NATURE CENTER WAY,SPRINGFIELD,MO,65804,417-875-8800,AP,09/21/2018
213,OAK GROVE INN,205 N GRETNA RD,BRANSON,MO,65616,(417)334-4419,AP,10/04/18
213,BIG CEDAR LODGE,612 DEVILS POOL RD,RIDGEDALE,MO,65739,(417)335-2777,AP,10/01/18
91,HOLIDAY INN,1301 PREACHER ROE BLVD.,WEST PLAINS,MO,65775,417-257-3000,AP,11/16/2018
77,FAIRFIELD INN AND SUITES NORTH,2455 N GLENSTONE,SPRINGFIELD,MO,65803,417-833-9599,AP,10/04/18
39,STOCKTON STATE PARK,18610 EAST 2000 RD,DADEVILLE,MO,65635,(417) 276-5329,AP,10/04/18
127,SLEEP INN,105 LAKESIDE DRIVE,HANNIBAL,MO,63401,573-221-1500,AP,10/01/18
213,GAZEBO INN,2424 W HWY 76,BRANSON,MO,65616,(417)335-3826,AP,10/25/2018
510,COURTYARD ST. LOUIS DOWNTOWN CONVENTION CENTER,823-827 WASHINGTON AVE,ST. LOUIS,MO,63101,314-231-7560,AP,09/07/18
213,SAVANNAH HOUSE,165 EXPRESSWAY LANE,BRANSON,MO,65616,(417)336-3132,AP,10/11/18
29,SLEEP INN & SUITES,1390 E HWY 54,CAMDENTON,MO,65020,573-346-4501,AP,09/07/18
157,COMFORT INN,1517 S PERRYVILLE BLVD,PERRYVILLE,MO,63775,(573)547-1727,AP,10/09/18
209,ANDERSEN'S VALLEY VIEW RESORT,9 VIEW TABLEROCK LANDING,BRANSON WEST,MO,65737,(417)338-2645,AP,09/18/2018
7,COUNTRY HEARTH INN & SUITES,900 VANCE RD,MEXICO,MO,65265,573-582-0055,AP,10/25/2018
29,GUESTHOUSE,3518 OSAGE BEACH PARKWAY,OSAGE BEACH,MO,65065,573-693-9336,AP,10/25/2018
189,DRURY INN & SUITES,5 LAMBERT DRURY PLACE,ST LOUIS,MO,63088,636-861-8300,AP,10/09/18
209,COTTAGE RESORT,1575 TABLE ROCK CIRCLE,BRANSON,MO,65616,417-338-2621,AP,10/01/18
193,HOTEL AUDUBON,9 NORTH MAIN STREET,STE GENEVIEVE,MO,63670,573-883-2479,AP,09/21/2018
213,EMORY CREEK BED & BREAKFAST,143 ARIZONA DR,BRANSON,MO,65616,(417)334-3805,AP,10/02/18
213,TANGLEWOOD LODGE,403 VALENCIA DR,BRANSON,MO,65616,(417)334-1642,AP,09/28/2018
21,BUDGET MOTEL,1328 N BELT HWY,ST JOSEPH,MO,64506,816-233-3146,AP,09/14/2018
217,AMERICA'S BEST VALUE INN,2345 MARVEL ROAD,NEVADA,MO,64772,(417)667-6777,AP,09/21/2018
183,HAMPTON INN WENTZVILLE BLUFFS,150 WENTZVILLE BLUFFS DRIVE,WENTZVILLE,MO,63385,636-445-3780,AP,09/12/18
189,KNIGHTS INN,2790 TARGET DRIVE,ST LOUIS,MO,63136,(314)355-7808,AP,10/04/18
169,QUALITY INN,114 VICKIE LYNN LANE,ST ROBERT,MO,65584,573-451-2535,AP,09/21/2018
51,COMFORT SUITES,4804 COUNTRY CLUB DRIVE,JEFFERSON CITY,MO,65109,573-636-0300,AP,09/28/2018
153,LOST COVE RESORT,#58 STINGRAY LANE,PONTIAC,MO,65729,417-679-2424,AP,09/27/2018
19,THE TIGER HOTEL,23 S 8TH STREET,COLUMBIA,MO,65201,573-875-8888,AP,10/09/18
177,ROSE COURT MOTEL,204 WOLLARD BLVD,RICHMOND,MO,64085,(816)776-7076,AP,09/26/2018
141,ROCK HARBOR RESORT,973 ROCK HARBOR ROAD,SUNRISE BEACH,MO,65079,(573)374-5586,AP,09/21/2018
85,SUNFLOWER RESORT,22792 SUNFLOWER DRIVE,WHEATLAND,MO,65779,(417)282-6235,AP,09/20/2018
7,DAYS INN,2902 S. CLARK,MEXICO,MO,65265,573-581-1860,AP,09/20/2018
169,RED ROOF INN,129 ST. ROBERT BLVD,ST ROBERT,MO,65584,573-336-2510,AP,10/16/2018
183,RODEWAY INN,3800 HARRY S TRUMAN BLVD,ST CHARLES,MO,63301,636-724-3500,AP,09/26/2018
189,RIVER CITY CASINO & HOTEL,777 RIVER CITY CASINO BOULEVARD,ST. LOUIS,MO,63125,314-388-7683,AP,09/17/2018
161,PEAR TREE INN,2006 NORTH BISHOP,ROLLA,MO,65401,(573)364-4000,AP,10/04/18
213,CAMDEN HOTEL & CONVENTION CENTER,275 TANGER BLVD,BRANSON,MO,65616,417-334-8404,AP,09/14/2018
213,KNIGHTS INN & SUITES,3775 W HWY 76,BRANSON,MO,65616,(417)335-2232,AP,09/19/2018
47,AMERICAN INN,1211 ARMOUR ROAD,NORTH KANSAS CITY,MO,64116,816-224-5335,AP,09/28/2018
209,TRACE HOLLOW RESORT,1744 TRACE HOLLOW RD.,LAMPE,MO,65681,(417)779-4298,AP,09/13/2018
85,STILLWATER RESORT,23563 STILLWATER STREET,WHEATLAND,MO,65779,(417) 282-6241,AP,09/28/2018
19,SUPER 8 EAST,5700 FREEDOM DR,COLUMBIA,MO,65202,573-474-8307,AP,10/25/2018
159,BUDGET INN,4710 S LIMIT AVE,SEDALIA,MO,65301,(660)826-8662,AP,11/16/2018
189,BAYMONT INN,323 TAYLOR ROAD,HAZELWOOD,MO,63042,314-736-1720,AP,09/18/2018
510,NORTH WESTERN INN,5720 NATURAL BRIDGE,ST LOUIS,MO,63120,(314)381-5336,AP,09/17/2018
161,SUPER 8,1641 MARTIN SPRINGS DR,ROLLA,MO,65401,573-426-6688,AP,10/09/18
29,HOLIDAY INN EXPRESS,4533 OSAGE BEACH PARKWAY,OSAGE BEACH,MO,65065,573-302-0330,AP,10/18/2018
95,KANSAS CITY EAST KOA,303  NE 3RD STREET,OAK GROVE,MO,64075,816-365-1211,AP,11/06/18
19,RED ROOF INN,201 E TEXAS AVE,COLUMBIA,MO,65202,573-442-0145,AP,10/02/18
213,SERENITY INN,3355 SHEPHERD OF THE HILLS EXPR,BRANSON,MO,65616,416-336-6600,AP,10/11/18
213,BRANSON VICTORIAN INN,3500 W HWY 76,BRANSON,MO,65616,417-339-9100,AP,09/13/2018
119,ECONOLODGE,491 EAST HWY 76,ANDERSON,MO,64831,417-845-4888,AP,10/25/2018
89,SILVER BELL MOTEL,201 HWY 5 & 240,FAYETTE,MO,65248,(660) 248-3335,AP,10/01/18
189,HYATT PLACE ST. LOUIS/ CHESTERFIELD,333 CHESTERFIELD CENTER EAST,CHESTERFIELD,MO,63017,636-536-6262,AP,10/01/18
213,GRAND PLAZA HOTEL,245 N WILDWOOD,BRANSON,MO,65616,(417)336-6646,AP,11/21/2018
161,ECONO LODGE,1417 MARTIN SPRINGS DR,ROLLA,MO,65401,(573)341-3130,AP,09/13/2018
105,BENNETT SPRING HOMESTEAD MOTEL LLC,11451 HIGHWAY 64,LEBANON,MO,65536,(417)588-3038,AP,09/19/2018
209,TWIN OAKS RESORT,638 DOUBLEDAY LOOP,BRANSON WEST,MO,65737,417-338-2548,AP,09/13/2018
219,SUPER 8 MOTEL #8234,1429 N SERVICE RD,WARRENTON,MO,63383,636-456-5157,AP,09/21/2018
85,WEAUBLEAU MOTEL,12011 US HIGHWAY 54,WEAUBLEAU,MO,65774,417-428-3516,AP,09/07/18
19,ROYAL INN,1800 I-70 DR SW,COLUMBIA,MO,65203,573-397-6018,AP,09/26/2018
215,HIGHLAND INN AND SUITES,104 HWY 181 SOUTH,CABOOL,MO,65689,417-962-5888,AP,09/10/18
183,BUDGET INN,1258 CONTINENTAL DR,WENTZVILLE,MO,63385,(636)639-1987,AP,09/21/2018
127,DAYS INN,4070 MARKET,HANNIBAL,MO,63401,(573)248-1700,AP,10/01/18
183,WINGATE BY WYNDHAM ST. CHARLES,32 RESEARCH PARK CIRCLE DR,WELDON SPRINGS,MO,63304,636-329-8503,AP,09/14/2018
189,COURTYARD BY MARRIOTT,11888 WESTLINE INDUSTRIAL BLVD,MARYLAND HEIGHTS,MO,63146,(314)997-1200,AP,11/19/2018
113,MOTEL 6,14 FRENCHMAN BLUFF RD,TROY,MO,63379,(636) 528-5125,AP,09/18/2018
189,EXTENDED STAY AMERICA #9675,12161 LACKLAND ROAD,ST LOUIS,MO,63146,314-878-8777,AP,11/19/2018
521,CROWN LODGE,8500 EAST 350 HIGHWAY,KANSAS CITY,MO,64133,(816)353-3000,AP,10/04/18
201,BEST WESTERN PLUS,120 SOUTH INTERSTATE,SIKESTON,MO,63801,(573) 481-9500,AP,12/18/2018
521,EXTENDED STAY AMERICA #561,550 E 105TH ST,KANSAS CITY,MO,64131,(816) 943-1315,AP,09/28/2018
521,DRURY INN #34,3830 BLUE RIDGE CUTOFF,KANSAS CITY,MO,64133,(816)923-3000,AP,09/13/2018
77,HOLIDAY INN HOTEL & SUITES,2720 N GLENSTONE AVE,SPRINGFIELD,MO,65803,417-865-8600,AP,12/06/18
521,FRONTIER MOTEL,12015 E 350 HWY,KANSAS CITY,MO,64138,(816)356-8340,AP,09/17/2018
521,SUPER 8 BY WORLDS OF FUN,4321 N CORRINGTON,KANSAS CITY,MO,64117,816-454-8788,AP,09/14/2018
161,BUDGET DELUXE INN,1908 N BISHOP,ROLLA,MO,65401,(573)364-4488,AP,09/10/18
133,EAGLE INN,2811 EAST MARSHALL,CHARLESTON,MO,63834,(573)683-3900,AP,12/14/2018
521,MARRIOTT KC DOWNTOWN,200 W 12TH STREET,KANSAS CITY,MO,64105,(816) 421-6800,AP,10/02/18
510,HILTON ST. LOUIS DOWNTOWN,400 OLIVE STREET,ST LOUIS,MO,63102,314-436-0002,AP,12/27/2018
521,CT HOSPITALITY INC,5701 LONGVIEW RD,KANSAS CITY,MO,64137,816-765-8000,AP,10/01/18
521,DAYS INN AND SUITES,8601 HILLCREST,KANSAS CITY,MO,64138,(816)822-7000,AP,09/27/2018
73,CAPTAIN WOHLT INN,123 EAST THIRD STREET,HERMANN,MO,65049,573-486-3357,AP,01/03/19
94,SPORTS STADIUM MOTEL,9803 E 40 HWY,INDEPENDENCE,MO,64055,(816)353-0005,AP,09/20/2018
94,HILTON GARDEN INN,19677 E JACKSON DRIVE,INDEPENDENCE,MO,64057,(816) 350-3000,AP,11/19/2018
521,CANDLEWOOD SUITES KANSAS CITY AIRPORT,11110 N. AMBASSADOR DRIVE,KANSAS CITY,MO,64153,816-886-9700,AP,09/14/2018
91,WEST PLAINS MOTEL,505 PORTER WAGONER,WEST PLAINS,MO,65775,(417)256-4105,AP,01/11/19
521,EXTENDED STAY AMERICA #9673,9701 N SHANNON,KANSAS CITY,MO,64153,816-891-8500,AP,09/28/2018
63,QUALITY INN OF CAMERON,1803 COMFORT LANE,CAMERON,MO,64429,816-632-5655,AP,12/31/2018
521,HAMPTON INN & SUITES,4600 SUMMIT,KANSAS CITY,MO,64112,816-448-4600,AP,09/21/2018
521,HOLIDAY INN EXPRESS,8230 N CHURCH ROAD,KANSAS CITY,MO,64158,816-781-5555,AP,10/16/2018
189,AMERICA'S BEST VALUE INN,6602 S LINDBERGH,ST LOUIS,MO,63123,(314)894-9449,AP,12/14/2018
29,RUNAWAY II RESORT,267 RUNAWAY DRIVE,CLIMAX SPRINGS,MO,65324,573-345-4590,AP,12/04/18
27,FRONTIER MOTEL,5708 JADE RD,KINGDOM CITY,MO,65262,573-642-6607,AP,12/28/2018
94,INDEPENDENCE MY PLACE,20105 EAST VALLEY PARKWAY,INDEPENDENCE,MO,64057,,AP,09/21/2018
221,WASHINGTON STATE PARK,13041 HWY 104,DE SOTO,MO,63020,(636)586-2995,AP,01/28/2019
183,TOWNE PLACE SUITES,1800 ZUMBEHL RD,ST CHARLES,MO,63303,(636)949-6800,AP,01/14/2019
101,COMFORT INN,609 E RUSSELL,WARRENSBURG,MO,64093,660-429-4848,AP,01/03/19
521,DAYS INN & SUITES,11120 NW AMBASSADOR DR,KANSAS CITY,MO,64153,(816) 746-1666,AP,09/07/18
94,STONEY CREEK INN,18011 BASS PRO DRIVE,INDEPENDENCE,MO,64055,641-424-5241,AP,09/12/18
521,SUPER 8 MOTEL,6900 NW 83RD TERRACE,KANSAS CITY,MO,64152,(816)587-0808,AP,09/19/2018
521,HYATT PLACE,7600 NW 97TH TERR.,KANSAS CITY,MO,64153,(816) 841-1000,AP,09/13/2018
189,HAMPTON INN AND SUITES,216 NORTH MERAMEC AVE,CLAYTON,MO,63105,314-727-0702,AP,12/18/2018
521,HILTON KANSAS CITY,8801 NW 112TH ST,KANSAS CITY,MO,64153,(816)891-8900,AP,10/01/18
521,COURTYARD MARRIOTT SOUTH,500 E 105TH STREET,KANSAS CITY,MO,64131,(816)441-3333,AP,09/13/2018
521,CROWNE PLAZA-KC DOWNTOWN,1301 WYANDOTTE,KANSAS CITY,MO,64105,(816) 474-6664,AP,10/02/18
179,SUNSET POINT RESORT,977 COUNTY ROAD 418,PIEDMONT,MO,63957,(573)223-7840,AP,01/11/19
189,HOMEWOOD SUITES GALLERIA,8040 CLAYTON ROAD,RICHMOND HEIGHTS,MO,63117,314-863-7700,AP,01/11/19
521,THE FONTAINE,901 WEST 48TH PLACE,KANSAS CITY,MO,64112,816-753-8800,AP,09/19/2018
94,HIGHER GROUND HOTEL,200 N DELAWARE,INDEPENDENCE,MO,64050,816-836-0292,AP,10/01/18
521,COMFORT INN KANSAS CITY AIRPORT,11100 N. AMBASSADOR DRIVE,KANSAS CITY,MO,64153,816-569-2500,AP,09/14/2018
37,HAMPTON INN,16410 CORNERSTONE DRIVE,BELTON,MO,64012,816-416-8006,AP,12/27/2018
169,ECONO LODGE,309 HWY Z,ST ROBERT,MO,65584,(573)336-7272,AP,01/11/19
94,STAYBRIDGE SUITES KC-INDEPENDENCE,19400 39TH PLACE SOUTH,INDEPENDENCE,MO,64057,816-994-2700,AP,09/13/2018
521,COMFORT INN,770 ADMIRAL BLVD,KANSAS CITY,MO,64106,816-472-8808,AP,10/04/18
521,TOWNEPLACE SUITES HOTEL,11812 NW PLAZA CIRCLE,KANSAS CITY,MO,64153,816-464-0525,AP,09/14/2018
73,INN AT HERMANNHOFF,237 FIRST STREET,HERMANN,MO,65041,573-486-5199,AP,12/27/2018
209,MOUNTAIN COUNTRY MOTOR INN,14930 STATE HWY 13,BRANSON WEST,MO,65737,417-739-4155,AP,12/18/2018
189,SONESTA ES SUITES ST LOUIS - CHESTERFIELD,15431 CONWAY ROAD,CHESTERFIELD,MO,63017,(636) 537-1444,AP,01/15/2019
94,CANDLEWOOD SUITES,4545 S TRACE PARK COURT,INDEPENDENCE,MO,64057,816-381-7300,AP,10/30/2018
39,"C & H MOTEL, INC",311 HWY 54 EAST,EL DORADO SPRINGS,MO,64744,417-876-5757,AP,08/09/18
71,MOTEL 6 SULLIVAN,209 N SERVICE RD,SULLIVAN,MO,63080,(573)468-4119,AP,01/14/2019
9,EMORY MELTON INN & CONFERENCE CENTER,24667 STATE HWY 112,CASSVILLE,MO,65625,417-847-2330,AP,12/18/2018
189,HILTON GARDENS,4450 EVANS PLACE DRIVE,BERKELEY,MO,63134,314-521-6444,AP,01/15/2019
71,MERAMEC STATE PARK CONC.,670 FISHER CAVE DR,SULLIVAN,MO,63080,573-468-6519,AP,01/14/2019
510,LINCOLN HOTEL,2228 OLIVE ST,ST LOUIS,MO,63103,314-241-5511,AP,12/04/18
169,STUDIO Z,545 HWY Z,ST ROBERT,MO,65584,573-336-3610,AP,01/04/19
21,GUESTHOUSE INN,4502 S 169 HWY,ST JOSEPH,MO,64507,816-232-2345,AP,12/28/2018
209,STORMY POINT LAKESIDE,732 STORMY POINT ROAD,BRANSON,MO,65616,417-338-0721,AP,01/25/2019
183,IN TOWN SUITES,1769 FAIRLANE DR,ST CHARLES,MO,63303,636-947-3400,AP,01/28/2019
83,HICKORY HOLLOW RESORT,158 SE HWY PP,CLINTON,MO,64735,(660)477-3413,AP,01/11/19
521,WESTIN CROWN CENTER,1 E PERSHING RD,KANSAS CITY,MO,64108,(816)474-4400,AP,12/14/2018
143,HUNTER LODGE,501 SOUTHEAST OUTER ROAD,MARSTON,MO,63866,(573)643-9888,AP,01/28/2019
521,SUPER 8 MOTEL KCI,11900 NW PLAZA CIRCLE,KANSAS CITY,MO,64153,(816)464-2002,AP,09/19/2018
521,SKY VU MOTEL,8300 EAST 40 HWY,KANSAS CITY,MO,64129,(816)924-7700,AP,09/28/2018
19,MARRIOTT TOWNE PLACE SUITES,4400 NOCONA PARKWAY,COLUMBIA,MO,65203,,AP,01/28/2019
521,RESIDENCE INN BY MARRIOTT KCI,10300 NW AMBASSADOR DR,KANSAS CITY,MO,64153,816-741-2300,AP,11/19/2018
